Cliente,ID,Gasto_Mensual,Estado_Seguro
Maria Ballena Salvage,448578X,631469,APROBADO
Francisco Gato Rojo,888447X,39501,RECHAZADO (Riesgo Salud/Financiero)
Pancha Zorro Austral,334008X,153752,APROBADO
Pepe Perro Gigante,331811X,751978,APROBADO
Pancha Leon Noble,132682X,54602,APROBADO
Francisco Leon Austral,860961X,854024,APROBADO
Coty Gato Noble,767116X,97353,APROBADO
Coty Leon Salvage,71905X,67796,APROBADO
Lucho Ballena Audaz,403417X,342929,APROBADO
Sacha Nutria Audaz,829044X,578995,APROBADO
Juan Zorro Austral,805515X,298285,RECHAZADO (Riesgo Salud/Financiero)
Lucho Puma Austral,784080X,213151,APROBADO
Juan Puma Veloz,344067X,889028,APROBADO
Maria Leon Salvage,934218X,760251,APROBADO
Pancha Gato Rojo,996829X,239940,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Austral,72716X,362793,APROBADO
Pancha Leon Gigante,922100X,607746,APROBADO
Maria Ballena Austral,294573X,619095,APROBADO
Lucho Perro Rojo,10028X,266740,APROBADO
Lucho Leon Audaz,943904X,659405,APROBADO
Matias Condor Rojo,855947X,848053,APROBADO
Sacha Puma Audaz,701996X,143752,APROBADO
Pepe Nutria Gigante,162818X,813981,APROBADO
Maria Gato Gigante,417406X,210488,APROBADO
Juan Huemul Veloz,877040X,311787,APROBADO
Maria Huemul Rojo,84581X,680783,APROBADO
Maria Gato Veloz,154454X,676658,APROBADO
Pepe Gato Sigiloso,108744X,401141,APROBADO
Matias Huemul Austral,64999X,209849,APROBADO
Matias Leon Rojo,472007X,110265,APROBADO
Matias Gato Austral,468677X,372927,APROBADO
Sacha Gato Veloz,383068X,683969,APROBADO
Pepe Leon Sigiloso,775533X,331030,APROBADO
Pancha Condor Gigante,150453X,707000,RECHAZADO (Riesgo Salud/Financiero)
Francisco Ballena Austral,804530X,287862,APROBADO
Francisco Condor Salvage,512278X,528305,APROBADO
Pepe Gato Gigante,834422X,79511,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Salvage,124840X,878320,APROBADO
Pepe Condor Veloz,436992X,252913,APROBADO
Sacha Leon Salvage,116500X,786579,APROBADO
Pancha Nutria Austral,945766X,627632,APROBADO
Pancha Puma Rojo,247213X,330376,APROBADO
Sacha Nutria Audaz,875337X,389394,APROBADO
Lucho Gato Salvage,216432X,373243,APROBADO
Juan Nutria Rojo,587963X,404516,APROBADO
Matias Ballena Rojo,757927X,856592,APROBADO
Coty Puma Sigiloso,798428X,422755,RECHAZADO (Riesgo Salud/Financiero)
Lucho Gato Austral,261347X,134906,APROBADO
Sacha Gato Rojo,489604X,232252,APROBADO
Pancha Zorro Veloz,832773X,457973,APROBADO
Francisco Huemul Salvage,521264X,335767,APROBADO
Francisco Ballena Audaz,820354X,111362,APROBADO
Matias Gato Noble,196468X,66411,APROBADO
Sacha Condor Noble,356791X,781350,APROBADO
Francisco Zorro Noble,101532X,374339,APROBADO
Matias Nutria Veloz,545244X,371839,APROBADO
Maria Ballena Rojo,588594X,239618,APROBADO
Francisco Leon Veloz,1091X,608097,APROBADO
Sacha Zorro Gigante,374911X,275097,APROBADO
Lucho Nutria Noble,240114X,91380,APROBADO
Sacha Gato Salvage,738127X,584138,APROBADO
Lucho Condor Gigante,608085X,803166,APROBADO
Juan Zorro Noble,948177X,799026,APROBADO
Sacha Puma Audaz,776122X,204681,APROBADO
Sacha Leon Gigante,711057X,264006,APROBADO
Pancha Puma Salvage,257653X,600265,APROBADO
Francisco Puma Gigante,850586X,671435,APROBADO
Coty Puma Gigante,399266X,71802,RECHAZADO (Riesgo Salud/Financiero)
Pepe Nutria Austral,715559X,184003,APROBADO
Pancha Zorro Rojo,132708X,308142,APROBADO
Francisco Gato Salvage,800907X,335223,APROBADO
Maria Gato Austral,703901X,22126,APROBADO
Maria Leon Noble,513410X,661257,APROBADO
Sacha Ballena Gigante,542179X,627359,APROBADO
Pepe Huemul Rojo,832828X,247016,APROBADO
Sacha Puma Rojo,287504X,745233,APROBADO
Maria Leon Rojo,484996X,351837,APROBADO
Maria Puma Audaz,71273X,149472,APROBADO
Sacha Ballena Austral,65944X,713981,APROBADO
Sacha Perro Sigiloso,345715X,111642,APROBADO
Matias Zorro Noble,64015X,409549,APROBADO
Lucho Huemul Rojo,542899X,698557,RECHAZADO (Riesgo Salud/Financiero)
Pancha Gato Audaz,803110X,771466,APROBADO
Lucho Ballena Sigiloso,247118X,226875,APROBADO
Pancha Puma Rojo,989536X,677557,APROBADO
Pancha Ballena Noble,366532X,872495,APROBADO
Maria Condor Rojo,330075X,426377,APROBADO
Matias Zorro Austral,280257X,506816,APROBADO
Francisco Gato Noble,750359X,816861,RECHAZADO (Riesgo Salud/Financiero)
Francisco Perro Salvage,635967X,713951,APROBADO
Coty Huemul Sigiloso,452280X,632530,APROBADO
Pepe Condor Austral,42139X,92859,RECHAZADO (Riesgo Salud/Financiero)
Juan Puma Salvage,699174X,734979,RECHAZADO (Riesgo Salud/Financiero)
Maria Perro Gigante,714343X,539750,APROBADO
Pepe Perro Veloz,413430X,702660,APROBADO
Pepe Puma Noble,44044X,82905,APROBADO
Maria Leon Veloz,943460X,82346,APROBADO
Pancha Huemul Salvage,668999X,835754,APROBADO
Pancha Perro Salvage,789880X,481815,APROBADO
Pepe Zorro Veloz,774133X,761426,APROBADO
Maria Gato Salvage,869156X,642198,APROBADO
Lucho Condor Rojo,768008X,236364,APROBADO
Lucho Huemul Gigante,676670X,320755,APROBADO
Pancha Ballena Rojo,110514X,795314,APROBADO
Sacha Ballena Gigante,527965X,652963,APROBADO
Pepe Puma Veloz,316365X,440962,APROBADO
Pepe Zorro Gigante,183813X,713858,RECHAZADO (Riesgo Salud/Financiero)
Pepe Puma Rojo,462812X,215349,APROBADO
Juan Condor Rojo,208956X,212671,RECHAZADO (Riesgo Salud/Financiero)
Lucho Huemul Noble,763005X,807311,APROBADO
Pancha Huemul Gigante,734474X,369451,APROBADO
Maria Condor Austral,427492X,243328,APROBADO
Matias Zorro Gigante,855986X,625781,APROBADO
Matias Leon Salvage,297182X,448839,APROBADO
Pepe Nutria Salvage,101192X,894121,APROBADO
Francisco Gato Gigante,600705X,253196,APROBADO
Sacha Huemul Salvage,491366X,799483,APROBADO
Coty Nutria Sigiloso,391035X,778568,APROBADO
Juan Leon Noble,292465X,670335,RECHAZADO (Riesgo Salud/Financiero)
Pepe Ballena Austral,659922X,432656,APROBADO
Pepe Zorro Rojo,84765X,832462,RECHAZADO (Riesgo Salud/Financiero)
Juan Leon Audaz,447477X,122103,RECHAZADO (Riesgo Salud/Financiero)
Juan Condor Rojo,475407X,541273,APROBADO
Lucho Perro Veloz,970062X,426474,APROBADO
Pancha Zorro Noble,919436X,715560,APROBADO
Sacha Puma Gigante,133094X,798525,APROBADO
Juan Zorro Audaz,984690X,376529,APROBADO
Pepe Puma Gigante,183917X,815530,RECHAZADO (Riesgo Salud/Financiero)
Sacha Nutria Audaz,513198X,121409,APROBADO
Pancha Nutria Rojo,20936X,390998,APROBADO
Juan Huemul Sigiloso,156111X,672277,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Veloz,601588X,446584,RECHAZADO (Riesgo Salud/Financiero)
Coty Nutria Noble,498582X,581467,APROBADO
Francisco Leon Austral,624841X,775062,APROBADO
Matias Zorro Rojo,713539X,34544,APROBADO
Juan Huemul Austral,510938X,546911,APROBADO
Maria Leon Audaz,182093X,100433,APROBADO
Juan Puma Sigiloso,29009X,189821,APROBADO
Pancha Ballena Noble,172975X,384960,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Audaz,166103X,308301,APROBADO
Sacha Puma Noble,70284X,457759,APROBADO
Francisco Zorro Salvage,636482X,331464,APROBADO
Maria Gato Rojo,182273X,240553,APROBADO
Pancha Nutria Austral,962319X,355549,APROBADO
Coty Zorro Sigiloso,226570X,880914,APROBADO
Coty Gato Salvage,791668X,554963,APROBADO
Lucho Gato Noble,305965X,776192,APROBADO
Pancha Condor Sigiloso,71351X,120230,APROBADO
Francisco Huemul Rojo,70553X,363991,APROBADO
Pepe Gato Noble,140288X,688870,APROBADO
Pepe Perro Sigiloso,241713X,390197,APROBADO
Juan Nutria Austral,253086X,582710,RECHAZADO (Riesgo Salud/Financiero)
Maria Perro Sigiloso,386971X,310947,APROBADO
Pancha Leon Rojo,685652X,213904,APROBADO
Francisco Nutria Rojo,573630X,470560,APROBADO
Pepe Gato Austral,654111X,318734,APROBADO
Maria Ballena Salvage,233945X,749681,APROBADO
Pancha Condor Gigante,42906X,741486,APROBADO
Maria Huemul Audaz,475051X,89695,APROBADO
Matias Zorro Austral,723271X,858753,APROBADO
Maria Nutria Audaz,132900X,740638,APROBADO
Pepe Gato Audaz,655640X,104439,APROBADO
Francisco Condor Salvage,547531X,818797,APROBADO
Francisco Nutria Noble,890850X,337234,RECHAZADO (Riesgo Salud/Financiero)
Coty Puma Veloz,221739X,239947,APROBADO
Pancha Zorro Sigiloso,356586X,592696,APROBADO
Pancha Nutria Gigante,680917X,599316,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Gigante,626788X,618169,RECHAZADO (Riesgo Salud/Financiero)
Coty Nutria Rojo,656187X,358150,APROBADO
Lucho Leon Veloz,527462X,576685,APROBADO
Maria Leon Salvage,462546X,775079,APROBADO
Coty Gato Austral,980478X,860102,APROBADO
Francisco Puma Noble,17713X,22296,RECHAZADO (Riesgo Salud/Financiero)
Lucho Nutria Veloz,28132X,697614,APROBADO
Coty Leon Salvage,116179X,850761,RECHAZADO (Riesgo Salud/Financiero)
Coty Huemul Rojo,920020X,282825,APROBADO
Sacha Leon Audaz,706113X,134150,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Veloz,119962X,361423,APROBADO
Sacha Nutria Salvage,748447X,786152,APROBADO
Juan Huemul Salvage,402664X,866431,APROBADO
Pancha Puma Salvage,803925X,327845,APROBADO
Lucho Nutria Austral,934581X,314720,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Noble,879600X,459357,APROBADO
Matias Leon Gigante,339490X,823282,RECHAZADO (Riesgo Salud/Financiero)
Lucho Perro Gigante,52040X,236115,APROBADO
Sacha Gato Sigiloso,334492X,252040,APROBADO
Francisco Puma Austral,742062X,763164,APROBADO
Lucho Condor Salvage,675810X,721204,APROBADO
Coty Nutria Gigante,964244X,534818,APROBADO
Maria Puma Austral,137690X,263297,RECHAZADO (Riesgo Salud/Financiero)
Maria Puma Audaz,607716X,462619,RECHAZADO (Riesgo Salud/Financiero)
Sacha Huemul Rojo,190467X,735284,APROBADO
Juan Ballena Austral,923662X,579793,APROBADO
Matias Leon Rojo,799650X,802976,APROBADO
Matias Zorro Rojo,787167X,880102,APROBADO
Sacha Condor Audaz,895002X,480204,APROBADO
Coty Leon Rojo,301948X,159554,APROBADO
Juan Gato Salvage,546732X,584775,APROBADO
Maria Zorro Noble,29541X,308933,APROBADO
Pancha Nutria Rojo,507621X,654794,APROBADO
Lucho Nutria Gigante,745013X,502541,APROBADO
Sacha Zorro Salvage,412054X,398912,APROBADO
Lucho Zorro Noble,225874X,23917,RECHAZADO (Riesgo Salud/Financiero)
Matias Condor Audaz,975833X,242155,APROBADO
Juan Leon Salvage,772382X,45811,APROBADO
Juan Gato Noble,85177X,338302,RECHAZADO (Riesgo Salud/Financiero)
Sacha Perro Rojo,897794X,860748,APROBADO
Juan Leon Audaz,909686X,262706,RECHAZADO (Riesgo Salud/Financiero)
Maria Leon Audaz,385760X,883306,APROBADO
Lucho Huemul Gigante,690452X,748641,APROBADO
Pepe Perro Sigiloso,577168X,747404,APROBADO
Sacha Leon Rojo,225602X,434118,RECHAZADO (Riesgo Salud/Financiero)
Juan Condor Noble,876396X,863295,APROBADO
Lucho Leon Audaz,827666X,664369,RECHAZADO (Riesgo Salud/Financiero)
Lucho Gato Rojo,270682X,391077,APROBADO
Maria Gato Noble,12667X,709061,APROBADO
Juan Condor Gigante,94314X,369345,APROBADO
Coty Condor Austral,213846X,43024,RECHAZADO (Riesgo Salud/Financiero)
Lucho Perro Gigante,851591X,411576,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Austral,388458X,91299,APROBADO
Francisco Zorro Salvage,105777X,342945,APROBADO
Pepe Ballena Austral,86786X,859859,APROBADO
Juan Huemul Noble,230418X,222050,APROBADO
Coty Huemul Sigiloso,16177X,339949,APROBADO
Pepe Huemul Gigante,815910X,435636,APROBADO
Maria Puma Austral,834126X,296095,APROBADO
Maria Gato Noble,476341X,457503,APROBADO
Pepe Perro Salvage,689418X,685798,APROBADO
Coty Leon Sigiloso,584611X,521632,APROBADO
Coty Zorro Salvage,996780X,707205,APROBADO
Pancha Nutria Veloz,616350X,483569,APROBADO
Matias Leon Austral,841178X,682163,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Austral,174291X,798759,APROBADO
Pancha Leon Veloz,7122X,565666,RECHAZADO (Riesgo Salud/Financiero)
Coty Perro Salvage,621342X,116467,RECHAZADO (Riesgo Salud/Financiero)
Sacha Ballena Sigiloso,326054X,197063,APROBADO
Pepe Leon Rojo,605848X,433106,APROBADO
Sacha Gato Gigante,956357X,332695,APROBADO
Juan Zorro Sigiloso,59352X,150265,APROBADO
Pepe Ballena Salvage,176898X,856743,APROBADO
Lucho Condor Rojo,804082X,770655,APROBADO
Coty Ballena Veloz,563899X,254458,RECHAZADO (Riesgo Salud/Financiero)
Pancha Ballena Salvage,561751X,528153,RECHAZADO (Riesgo Salud/Financiero)
Francisco Gato Salvage,939491X,481693,RECHAZADO (Riesgo Salud/Financiero)
Matias Leon Salvage,117925X,277168,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Veloz,53344X,842121,APROBADO
Juan Perro Gigante,709393X,888478,APROBADO
Sacha Ballena Rojo,45197X,359425,RECHAZADO (Riesgo Salud/Financiero)
Lucho Gato Veloz,359762X,121678,APROBADO
Maria Puma Salvage,367890X,681364,RECHAZADO (Riesgo Salud/Financiero)
Coty Ballena Gigante,590004X,518295,APROBADO
Juan Nutria Sigiloso,312520X,622762,RECHAZADO (Riesgo Salud/Financiero)
Juan Huemul Austral,627844X,629863,APROBADO
Maria Puma Audaz,336216X,367406,APROBADO
Lucho Leon Veloz,194705X,581787,APROBADO
Maria Leon Gigante,538281X,227999,APROBADO
Sacha Huemul Austral,801124X,67068,APROBADO
Pancha Ballena Audaz,202672X,98216,RECHAZADO (Riesgo Salud/Financiero)
Coty Huemul Austral,870910X,817396,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Rojo,794790X,785975,APROBADO
Maria Puma Audaz,523301X,796226,APROBADO
Maria Puma Rojo,742649X,519119,APROBADO
Pepe Zorro Sigiloso,206196X,221160,APROBADO
Sacha Puma Gigante,963142X,670064,APROBADO
Juan Leon Audaz,29029X,840866,APROBADO
Lucho Huemul Salvage,653950X,88375,RECHAZADO (Riesgo Salud/Financiero)
Francisco Condor Rojo,722301X,870249,APROBADO
Sacha Ballena Sigiloso,789896X,711276,APROBADO
Matias Zorro Veloz,145048X,652498,APROBADO
Coty Condor Salvage,706960X,567247,RECHAZADO (Riesgo Salud/Financiero)
Matias Huemul Salvage,241489X,659567,APROBADO
Pepe Huemul Salvage,385775X,532163,APROBADO
Pepe Ballena Veloz,594611X,290498,APROBADO
Pancha Ballena Rojo,182459X,138897,APROBADO
Coty Leon Sigiloso,96614X,739402,APROBADO
Lucho Leon Austral,12918X,869274,APROBADO
Sacha Puma Veloz,879334X,801947,APROBADO
Matias Condor Austral,854204X,57353,RECHAZADO (Riesgo Salud/Financiero)
Pepe Huemul Austral,942044X,192694,APROBADO
Matias Gato Rojo,650325X,266608,APROBADO
Pepe Leon Sigiloso,149185X,743772,RECHAZADO (Riesgo Salud/Financiero)
Francisco Zorro Salvage,692077X,637639,RECHAZADO (Riesgo Salud/Financiero)
Matias Perro Salvage,876074X,182661,APROBADO
Juan Puma Rojo,205933X,325745,APROBADO
Juan Gato Noble,220139X,352804,APROBADO
Matias Gato Veloz,539954X,595455,APROBADO
Pancha Leon Salvage,905181X,83001,APROBADO
Juan Nutria Veloz,117630X,720355,APROBADO
Coty Nutria Salvage,915150X,140202,APROBADO
Coty Nutria Gigante,881839X,441179,APROBADO
Coty Zorro Veloz,54718X,231855,APROBADO
Matias Gato Sigiloso,411685X,200919,APROBADO
Lucho Puma Audaz,233293X,831977,APROBADO
Pepe Leon Salvage,460639X,463427,APROBADO
Juan Condor Austral,782356X,355442,APROBADO
Lucho Condor Audaz,366895X,68477,RECHAZADO (Riesgo Salud/Financiero)
Maria Leon Audaz,182702X,385276,APROBADO
Pancha Gato Austral,198805X,409595,APROBADO
Coty Ballena Gigante,891619X,602975,APROBADO
Juan Ballena Veloz,884746X,836311,RECHAZADO (Riesgo Salud/Financiero)
Maria Huemul Noble,661038X,720152,APROBADO
Matias Perro Rojo,850987X,216363,APROBADO
Coty Zorro Salvage,652521X,85123,APROBADO
Pancha Perro Salvage,907894X,467611,APROBADO
Pepe Gato Noble,634333X,185193,RECHAZADO (Riesgo Salud/Financiero)
Maria Puma Austral,666372X,147481,APROBADO
Juan Ballena Austral,641487X,267290,RECHAZADO (Riesgo Salud/Financiero)
Coty Condor Noble,367516X,358630,APROBADO
Sacha Nutria Veloz,555361X,73507,APROBADO
Pancha Puma Rojo,198423X,310657,APROBADO
Pancha Puma Austral,949133X,438497,APROBADO
Juan Zorro Gigante,222492X,378893,APROBADO
Juan Huemul Rojo,308379X,790685,APROBADO
Lucho Ballena Gigante,173095X,141252,APROBADO
Lucho Gato Austral,832479X,355181,APROBADO
Sacha Huemul Rojo,99659X,59723,APROBADO
Francisco Ballena Audaz,399052X,139120,RECHAZADO (Riesgo Salud/Financiero)
Francisco Huemul Noble,293049X,186552,APROBADO
Lucho Condor Austral,991357X,37216,APROBADO
Coty Condor Veloz,999497X,574736,APROBADO
Pepe Zorro Sigiloso,515141X,706635,APROBADO
Pancha Huemul Audaz,706416X,287072,RECHAZADO (Riesgo Salud/Financiero)
Francisco Condor Salvage,434589X,768014,APROBADO
Matias Zorro Noble,415434X,865734,APROBADO
Matias Puma Austral,678652X,465703,APROBADO
Sacha Zorro Gigante,904669X,455273,APROBADO
Juan Huemul Rojo,582026X,543755,APROBADO
Pancha Zorro Salvage,272094X,93291,APROBADO
Pancha Nutria Austral,133471X,50801,APROBADO
Matias Zorro Rojo,559922X,349227,APROBADO
Pancha Perro Audaz,713422X,326217,APROBADO
Coty Leon Austral,957848X,744152,APROBADO
Juan Nutria Rojo,788193X,823875,APROBADO
Francisco Condor Sigiloso,765538X,207948,APROBADO
Coty Nutria Audaz,676688X,892454,APROBADO
Maria Perro Veloz,399627X,648057,APROBADO
Juan Puma Veloz,621163X,804912,APROBADO
Coty Nutria Veloz,7969X,243838,APROBADO
Matias Ballena Rojo,525666X,201731,APROBADO
Juan Condor Noble,780432X,373156,APROBADO
Lucho Perro Gigante,436160X,232405,APROBADO
Maria Nutria Veloz,24206X,188722,APROBADO
Matias Puma Salvage,51275X,648504,RECHAZADO (Riesgo Salud/Financiero)
Maria Leon Sigiloso,445192X,332297,APROBADO
Juan Puma Noble,478980X,230815,APROBADO
Pepe Zorro Austral,73855X,743479,APROBADO
Matias Nutria Audaz,589143X,104067,APROBADO
Pepe Nutria Sigiloso,152558X,612915,APROBADO
Pepe Leon Austral,64944X,222793,RECHAZADO (Riesgo Salud/Financiero)
Pancha Condor Sigiloso,175031X,608377,APROBADO
Juan Huemul Salvage,122800X,274782,APROBADO
Matias Huemul Austral,736374X,67944,APROBADO
Pepe Perro Rojo,380089X,674542,APROBADO
Pepe Nutria Gigante,786968X,364316,RECHAZADO (Riesgo Salud/Financiero)
Matias Perro Noble,14403X,416114,APROBADO
Sacha Zorro Austral,965638X,54290,APROBADO
Lucho Gato Austral,534637X,148887,APROBADO
Lucho Zorro Noble,756273X,413457,APROBADO
Coty Huemul Noble,699338X,766308,APROBADO
Sacha Ballena Gigante,458993X,441508,APROBADO
Coty Condor Austral,635788X,844898,APROBADO
Maria Ballena Audaz,198606X,261408,APROBADO
Francisco Ballena Audaz,630009X,257610,APROBADO
Francisco Nutria Salvage,248854X,870415,APROBADO
Pepe Gato Salvage,755270X,291163,APROBADO
Lucho Gato Veloz,208097X,377286,APROBADO
Pancha Puma Austral,15776X,824026,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Salvage,357402X,563077,APROBADO
Sacha Gato Audaz,713336X,267238,APROBADO
Juan Nutria Rojo,70111X,374055,APROBADO
Coty Zorro Audaz,183108X,22756,APROBADO
Lucho Leon Veloz,688239X,665918,APROBADO
Matias Zorro Audaz,734480X,842458,RECHAZADO (Riesgo Salud/Financiero)
Sacha Gato Austral,839786X,800308,APROBADO
Pepe Gato Noble,161183X,428392,APROBADO
Coty Leon Salvage,596727X,164365,APROBADO
Pancha Ballena Salvage,498431X,774853,APROBADO
Sacha Condor Veloz,359217X,878118,APROBADO
Sacha Huemul Audaz,192206X,372080,APROBADO
Pancha Condor Audaz,721166X,712245,APROBADO
Juan Leon Salvage,968310X,328091,RECHAZADO (Riesgo Salud/Financiero)
Matias Gato Sigiloso,284849X,48602,RECHAZADO (Riesgo Salud/Financiero)
Pancha Huemul Salvage,517827X,724818,APROBADO
Pepe Condor Audaz,788997X,888039,APROBADO
Pancha Perro Gigante,379682X,565612,APROBADO
Maria Puma Audaz,183945X,766048,APROBADO
Maria Perro Salvage,469925X,727139,APROBADO
Pancha Zorro Audaz,258973X,660466,APROBADO
Juan Gato Austral,426297X,331445,APROBADO
Sacha Nutria Veloz,961600X,840928,APROBADO
Pepe Zorro Austral,898113X,77002,APROBADO
Francisco Nutria Veloz,650296X,706250,RECHAZADO (Riesgo Salud/Financiero)
Coty Puma Veloz,965578X,513881,APROBADO
Matias Nutria Sigiloso,652042X,40314,APROBADO
Sacha Puma Salvage,752475X,559770,RECHAZADO (Riesgo Salud/Financiero)
Lucho Condor Salvage,641149X,34779,APROBADO
Juan Puma Audaz,293832X,893004,RECHAZADO (Riesgo Salud/Financiero)
Pancha Nutria Austral,313347X,435127,RECHAZADO (Riesgo Salud/Financiero)
Matias Zorro Noble,151782X,355584,APROBADO
Pepe Gato Rojo,619189X,617184,RECHAZADO (Riesgo Salud/Financiero)
Francisco Puma Sigiloso,499277X,151462,APROBADO
Lucho Perro Noble,111544X,667786,APROBADO
Sacha Perro Veloz,705272X,221583,RECHAZADO (Riesgo Salud/Financiero)
Pancha Ballena Sigiloso,474577X,191293,APROBADO
Lucho Condor Sigiloso,49488X,721661,RECHAZADO (Riesgo Salud/Financiero)
Sacha Perro Salvage,895764X,583777,APROBADO
Pepe Ballena Noble,634020X,336244,APROBADO
Juan Nutria Rojo,860872X,275224,RECHAZADO (Riesgo Salud/Financiero)
Coty Leon Gigante,825209X,763949,RECHAZADO (Riesgo Salud/Financiero)
Pancha Nutria Noble,804200X,175634,RECHAZADO (Riesgo Salud/Financiero)
Matias Huemul Rojo,301053X,560661,APROBADO
Lucho Puma Veloz,573360X,488194,APROBADO
Juan Ballena Rojo,704744X,646839,RECHAZADO (Riesgo Salud/Financiero)
Matias Puma Noble,661823X,580831,APROBADO
Lucho Gato Audaz,573968X,480783,RECHAZADO (Riesgo Salud/Financiero)
Sacha Ballena Rojo,549310X,831395,APROBADO
Lucho Gato Noble,602170X,679850,APROBADO
Lucho Gato Noble,548843X,174256,APROBADO
Coty Huemul Audaz,399759X,456924,APROBADO
Juan Nutria Veloz,19468X,632613,APROBADO
Juan Nutria Salvage,323096X,636808,RECHAZADO (Riesgo Salud/Financiero)
Sacha Leon Rojo,813773X,145829,APROBADO
Lucho Nutria Rojo,58008X,676748,RECHAZADO (Riesgo Salud/Financiero)
Sacha Zorro Rojo,495984X,637762,APROBADO
Lucho Nutria Salvage,149333X,138524,RECHAZADO (Riesgo Salud/Financiero)
Francisco Leon Sigiloso,547200X,443673,RECHAZADO (Riesgo Salud/Financiero)
Juan Ballena Sigiloso,490437X,661082,RECHAZADO (Riesgo Salud/Financiero)
Francisco Condor Salvage,621904X,28481,RECHAZADO (Riesgo Salud/Financiero)
Matias Condor Austral,510927X,595573,APROBADO
Pepe Huemul Rojo,960375X,66352,APROBADO
Maria Huemul Austral,277748X,887738,APROBADO
Pancha Huemul Rojo,349680X,786620,APROBADO
Maria Leon Austral,197198X,137600,RECHAZADO (Riesgo Salud/Financiero)
Juan Gato Noble,913972X,540877,APROBADO
Pancha Huemul Austral,292213X,289515,APROBADO
Pancha Puma Veloz,830137X,545335,APROBADO
Sacha Gato Veloz,183992X,121716,APROBADO
Pancha Condor Austral,227139X,166864,APROBADO
Lucho Puma Gigante,211889X,585501,APROBADO
Pancha Zorro Rojo,78729X,236416,APROBADO
Matias Ballena Rojo,989952X,620808,APROBADO
Sacha Puma Sigiloso,725033X,101686,APROBADO
Lucho Huemul Austral,835807X,139448,RECHAZADO (Riesgo Salud/Financiero)
Maria Ballena Salvage,345043X,228959,APROBADO
Maria Nutria Salvage,909343X,49027,APROBADO
Maria Leon Salvage,302612X,251678,APROBADO
Maria Condor Rojo,373034X,285386,APROBADO
Maria Leon Veloz,558676X,878300,RECHAZADO (Riesgo Salud/Financiero)
Matias Nutria Sigiloso,774380X,808457,APROBADO
Matias Nutria Sigiloso,557850X,487394,APROBADO
Maria Huemul Sigiloso,74018X,157816,APROBADO
Juan Gato Noble,755604X,730141,APROBADO
Matias Ballena Audaz,623421X,174841,APROBADO
Sacha Perro Salvage,201109X,180243,RECHAZADO (Riesgo Salud/Financiero)
Matias Ballena Rojo,155537X,382712,APROBADO
Francisco Nutria Austral,794895X,733860,APROBADO
Lucho Gato Salvage,850973X,757028,APROBADO
Maria Puma Gigante,286180X,136209,RECHAZADO (Riesgo Salud/Financiero)
Lucho Ballena Salvage,23494X,35491,APROBADO
Pepe Gato Austral,516804X,586178,APROBADO
Maria Leon Salvage,975335X,491140,APROBADO
Coty Condor Salvage,379250X,388943,APROBADO
Francisco Leon Rojo,952755X,490297,APROBADO
Pepe Perro Sigiloso,905469X,591292,RECHAZADO (Riesgo Salud/Financiero)
Coty Zorro Rojo,704555X,420424,APROBADO
Pepe Ballena Audaz,804110X,818427,APROBADO
Pancha Nutria Gigante,480213X,330923,APROBADO
Maria Leon Gigante,452177X,680583,APROBADO
Pepe Puma Audaz,606943X,338995,RECHAZADO (Riesgo Salud/Financiero)
Sacha Puma Gigante,389696X,786706,APROBADO
Matias Zorro Salvage,153699X,384136,RECHAZADO (Riesgo Salud/Financiero)
Lucho Nutria Gigante,647607X,686578,APROBADO
Juan Gato Gigante,393713X,63372,APROBADO
Matias Ballena Gigante,221658X,753042,APROBADO
Pancha Ballena Veloz,219605X,304081,RECHAZADO (Riesgo Salud/Financiero)
Matias Leon Austral,25361X,723680,RECHAZADO (Riesgo Salud/Financiero)
Juan Perro Salvage,854084X,606009,RECHAZADO (Riesgo Salud/Financiero)
Sacha Huemul Salvage,431361X,884510,APROBADO
Juan Puma Audaz,563270X,171446,APROBADO
Pepe Perro Gigante,302902X,467799,RECHAZADO (Riesgo Salud/Financiero)
Maria Perro Rojo,583033X,691889,APROBADO
Pancha Nutria Rojo,87511X,53460,APROBADO
Matias Zorro Rojo,531146X,475923,RECHAZADO (Riesgo Salud/Financiero)
Coty Gato Salvage,268570X,691263,APROBADO
Juan Huemul Noble,766924X,443255,APROBADO
Matias Zorro Rojo,124485X,380675,APROBADO
Sacha Huemul Veloz,589122X,664098,APROBADO
Sacha Leon Rojo,429954X,760303,RECHAZADO (Riesgo Salud/Financiero)
Sacha Zorro Veloz,75906X,183614,APROBADO
Lucho Condor Noble,318409X,435047,APROBADO
Pepe Leon Rojo,24459X,118171,APROBADO
Maria Condor Salvage,897171X,517097,APROBADO
